date,lpc,ca,pc,bq,ndp,gpc,oth,institute,sample_size,cpc,polling_method,ppc
2019-09-22,32,NA,NA,4,15,10,NA,Abacus Data,1929,34,online,3
2019-09-21,33.9,NA,NA,4.9,11.4,10.7,NA,Mainstreet Research,2124,34.8,IVR (rolling),3.6
2019-09-21,33,NA,NA,6,11,11,NA,Forum Research,2449,33,IVR,5
2019-09-21,32.9,NA,NA,5.3,14,9.5,NA,Nanos Research,1200,35.5,telephone (rolling),2.2
2019-09-20,30,NA,NA,6,15,8,NA,DART/Maru,1520,37,online,3
2019-09-20,35.9,NA,NA,4.8,10.9,10.4,NA,Mainstreet Research,2087,34.2,IVR (rolling),3.1
2019-09-20,32,NA,NA,5.4,13.7,9,NA,Nanos Research,1200,36.8,telephone (rolling),2.4
2019-09-19,36.8,NA,NA,4.7,10.1,9.8,NA,Mainstreet Research,2087,34.2,IVR (rolling),3.7
2019-09-19,34.2,NA,NA,3.5,12.8,9.3,NA,Nanos Research,1200,37.4,telephone (rolling),2.4
2019-09-18,37.2,NA,NA,4.4,9.8,10.1,NA,Mainstreet Research,1935,34.4,IVR (rolling),3.3
2019-09-18,35,NA,NA,4,11.8,7.7,NA,Nanos Research,1200,37.8,telephone (rolling),2.8
2019-09-17,35.5,NA,NA,4,13.6,7,NA,Nanos Research,1200,37.2,telephone (rolling),1.7
2019-09-17,34,NA,NA,5,12,11,NA,Leger,1598,33,online,4
2019-09-16,36.8,NA,NA,4.5,9.7,9.4,NA,Mainstreet Research,1935,34.8,IVR (rolling),3.8
2019-09-16,34.9,NA,NA,4.7,15.4,6.5,NA,Nanos Research,1200,35.9,telephone (rolling),1.8
2019-09-16,33,NA,NA,5,13,9,NA,Angus Reid,2154,36,online,4
2019-09-15,36.5,NA,NA,4.3,9.6,9.9,NA,Mainstreet Research,1935,35,IVR (rolling),3.5
2019-09-15,34,NA,NA,4.4,16.4,7.8,NA,Nanos Research,1200,34.4,telephone (rolling),2.3
2019-09-15,35,NA,NA,4,14,11,NA,Innovative Research,1622,32,online,4
2019-09-14,35.2,NA,NA,3.8,16.6,9.6,NA,Nanos Research,1200,32.3,telephone (rolling),2
2019-09-13,35,NA,NA,4,14,9,NA,Ipsos,2562,35,online/telephone,2
2019-09-13,35.4,NA,NA,3.6,15.7,9.5,NA,Nanos Research,1200,32.8,telephone (rolling),2.4
2019-09-11,32,NA,NA,6,15,8,NA,DART/Maru,1517,35,online,2
2019-09-11,32.4,NA,NA,4.1,8.6,11.6,NA,Forum Research,1001,36.3,IVR,4.9
